-3210.27,3,0.56207,0.0157496,1.23912,0.0556585,-0.384844,0.00931515,0.0591858,0.0270257,0.372317,0.00929535,-0.0122831,0.0262938,0.657706,0.0181389,-0.751135,0.0186849,0.748717,0.0183454,-0.690539,0.0184102
30370.1,3,0.589169,0.016778,1.13294,0.0575752,-0.363828,0.00927118,-0.00350243,0.0256727,0.375036,0.00921512,-0.00795596,0.0260231,0.678564,0.0181135,-0.747455,0.0184835,0.728162,0.0188349,-0.706909,0.0188661
49438.7,3,0.595686,0.0161883,1.21546,0.0591868,-0.363994,0.00934089,-0.0583903,0.0262914,0.391849,0.00928775,-0.0871021,0.0267187,0.674547,0.0182273,-0.746163,0.0182996,0.729237,0.0185616,-0.677757,0.0182532
63098.1,3,0.6046,0.016323,1.18648,0.0584798,-0.370408,0.00941308,0.058847,0.0263698,0.369873,0.00938488,-0.0103362,0.0269592,0.679017,0.0186314,-0.719219,0.0185044,0.736248,0.0188189,-0.689275,0.0188204
73933.2,3,0.599088,0.0160357,1.20111,0.0600108,-0.383065,0.00928209,0.0607133,0.0259358,0.395298,0.00928593,0.00455141,0.0270111,0.689593,0.017927,-0.739456,0.0179553,0.739381,0.0184035,-0.671801,0.0180969
83093.9,3,0.565853,0.0165871,1.07097,0.0486525,-0.385313,0.00929096,0.0825797,0.0259893,0.351105,0.00924894,0.0589589,0.0256362,0.683528,0.0183736,-0.747591,0.0190602,0.745134,0.0186214,-0.709601,0.0190131
89762,3,0.591416,0.0159617,1.16608,0.0535634,-0.376113,0.00922464,0.0247785,0.0259538,0.375641,0.00925284,-0.0096528,0.0259159,0.708147,0.0178861,-0.741505,0.0179879,0.720189,0.0186042,-0.704024,0.0188875
96342.2,3,0.58951,0.0159861,1.18159,0.0554328,-0.374456,0.00923802,0.0431972,0.0260107,0.365408,0.00924297,0.0243105,0.0260127,0.682768,0.0181296,-0.750718,0.018569,0.754293,0.0187536,-0.666608,0.0183063
101854,3,0.590207,0.0161694,1.10459,0.0509653,-0.367759,0.00908918,0.0089125,0.0259247,0.379659,0.00917424,-0.0155548,0.0259932,0.658727,0.0184223,-0.750059,0.0188669,0.784155,0.0187348,-0.705452,0.0181264
106795,3,0.565586,0.0160258,1.18279,0.0543271,-0.375125,0.00927137,0.00813917,0.0258703,0.384698,0.00917342,-0.0337123,0.0254335,0.653896,0.0183185,-0.764114,0.0188745,0.740842,0.0179582,-0.726128,0.0183143
111343,3,0.576946,0.0158445,1.23221,0.0573374,-0.375043,0.00935513,0.0229327,0.0264082,0.382771,0.00935626,-0.0281852,0.0268675,0.683696,0.0186399,-0.727672,0.0184844,0.753202,0.0188283,-0.670026,0.0182431
116140,3,0.562654,0.0162369,1.16193,0.0543084,-0.366006,0.00920733,0.0309922,0.0254724,0.376497,0.00922046,-0.0310183,0.0259554,0.689697,0.0185733,-0.735276,0.0183789,0.759876,0.0185462,-0.693657,0.0184404
119713,3,0.576168,0.0158835,1.13685,0.0511537,-0.355142,0.00903466,0.029659,0.0248702,0.375551,0.00907688,-0.0403235,0.0255957,0.712239,0.0185309,-0.746821,0.0185428,0.770423,0.0188573,-0.697735,0.0183745
123676,3,0.571905,0.0157471,1.13425,0.0477508,-0.377709,0.00928265,-0.00924209,0.0255532,0.36629,0.00922269,0.000173663,0.0251966,0.672077,0.0180857,-0.765902,0.0186514,0.749771,0.0187583,-0.70366,0.0186351
