-2592.72,3,9.73411,0.018405,3.66376,0.0671653,-1.56352,0.00997371,9.82782,0.0279333,-2.24764,0.00992661,-7.28675,0.0283264,-7.35018,0.0196886,-2.54909,0.0206319,3.23482,0.0203634,1.37685,0.019855
-2938.03,3,9.73679,0.0172307,3.66007,0.0627975,-1.55868,0.0092677,9.83237,0.0259422,-2.25358,0.00927561,-7.27073,0.0262058,-7.33493,0.0187098,-2.54133,0.0193411,3.24501,0.0191925,1.37135,0.018678
-2991.71,3,9.73435,0.0170425,3.65988,0.0616319,-1.55944,0.00919552,9.84167,0.025707,-2.25355,0.0091936,-7.27456,0.0260857,-7.3393,0.0185162,-2.54286,0.0192056,3.24468,0.0190071,1.373,0.0184909
-3009.08,3,9.73771,0.0170315,3.66558,0.0628139,-1.55961,0.00917221,9.84133,0.0256791,-2.25261,0.00917212,-7.27154,0.0260188,-7.3408,0.0184591,-2.53988,0.0191101,3.24265,0.0189058,1.37364,0.0183929
-3015.99,3,9.73721,0.0169684,3.66497,0.0622388,-1.55928,0.00916307,9.83794,0.0256547,-2.25363,0.00915315,-7.27029,0.026001,-7.34086,0.0184407,-2.54065,0.0190936,3.24005,0.0188972,1.373,0.0183981
-3029.93,3,9.7385,0.0169221,3.66685,0.0623354,-1.5601,0.00914874,9.83797,0.0256332,-2.25351,0.00913979,-7.26987,0.0259654,-7.34003,0.0184074,-2.53983,0.019041,3.23957,0.0188415,1.37261,0.0183668
-3032.06,3,9.73824,0.0169047,3.66742,0.0623395,-1.55932,0.00913777,9.83679,0.0255946,-2.254,0.00913084,-7.2679,0.0259141,-7.34021,0.0183934,-2.54056,0.019045,3.24014,0.0188428,1.3726,0.0183591
-3037.69,3,9.73847,0.016894,3.66274,0.0617462,-1.55875,0.00912432,9.83553,0.0255393,-2.25399,0.00912115,-7.26753,0.0258726,-7.33972,0.0183877,-2.54165,0.0190411,3.24197,0.0188629,1.37412,0.0183408
-3042.17,3,9.74008,0.0168777,3.66748,0.0624249,-1.55903,0.00911845,9.83784,0.0255093,-2.25377,0.00911376,-7.2681,0.0258563,-7.33917,0.0183768,-2.53958,0.0189858,3.24075,0.0188193,1.37288,0.0183233
-3050.65,3,9.74007,0.0168453,3.66784,0.0622649,-1.55964,0.00911043,9.83802,0.0254908,-2.25393,0.0091071,-7.26683,0.0258343,-7.33826,0.0183616,-2.53894,0.0189554,3.24084,0.0188028,1.3726,0.0183169
