-999.761,0,0.593454,0.0455465,1.09449,0.139381,-0.35329,0.0259532,-0.00574491,0.0734401,0.425411,0.0257295,-0.0616671,0.0750511,0.679819,0.0561502,-0.782995,0.0512374,0.793402,0.0493072,-0.701466,0.047848
0.00208101,0.0025419,-9.59217e-06,-0.000102497,-7.84991e-06,-0.000146429,-0.000318442,0.000196951,-0.000232234,0.000157116,
0.0025419,0.0190437,1.95943e-05,-0.000494827,4.01462e-05,-0.000849498,-0.000765481,0.000868683,-0.00100775,0.000531786,
-9.59217e-06,1.95943e-05,0.000673318,2.48392e-05,5.52753e-06,-5.49756e-05,0.000202024,-3.27697e-05,0.000230895,6.15786e-05,
-0.000102497,-0.000494827,2.48392e-05,0.00538648,-1.94095e-05,7.09998e-07,9.97041e-05,-4.76804e-05,-7.87623e-05,8.46466e-06,
-7.84991e-06,4.01462e-05,5.52753e-06,-1.94095e-05,0.000661949,4.20186e-06,3.09595e-05,0.000274576,-7.27106e-06,0.000194771,
-0.000146429,-0.000849498,-5.49756e-05,7.09998e-07,4.20186e-06,0.00562585,-4.19514e-05,-3.66546e-05,0.00010756,5.52051e-05,
-0.000318442,-0.000765481,0.000202024,9.97041e-05,3.09595e-05,-4.19514e-05,0.00315232,0.000983604,0.000119058,-5.66563e-06,
0.000196951,0.000868683,-3.27697e-05,-4.76804e-05,0.000274576,-3.66546e-05,0.000983604,0.00262262,-6.47956e-05,0.000105276,
-0.000232234,-0.00100775,0.000230895,-7.87623e-05,-7.27106e-06,0.00010756,0.000119058,-6.47956e-05,0.00242899,0.000884461,
0.000157116,0.000531786,6.15786e-05,8.46466e-06,0.000194771,5.52051e-05,-5.66563e-06,0.000105276,0.000884461,0.0022878,
-1000.62,0,0.594543,0.0455086,1.09542,0.139587,-0.353234,0.025938,-0.00581602,0.0733939,0.425136,0.0257078,-0.0617513,0.0750016,0.679854,0.0561532,-0.783024,0.0512451,0.793575,0.0492605,-0.702141,0.0478128
0.0020776,0.00254706,-1.02354e-05,-0.000101749,-6.07995e-06,-0.000145996,-0.000319136,0.000197908,-0.000234527,0.000162733,
0.00254706,0.0191017,1.8912e-05,-0.000493801,4.24747e-05,-0.000850296,-0.000767358,0.000870359,-0.00101044,0.000540776,
-1.02354e-05,1.8912e-05,0.00067253,2.49014e-05,5.28129e-06,-5.48717e-05,0.000201037,-3.32256e-05,0.000229019,6.02151e-05,
-0.000101749,-0.000493801,2.49014e-05,0.00537971,-1.94417e-05,6.314e-07,9.95792e-05,-4.75918e-05,-7.87919e-05,8.29503e-06,
-6.07995e-06,4.24747e-05,5.28129e-06,-1.94417e-05,0.000660837,3.99496e-06,3.04619e-05,0.000273738,-8.36251e-06,0.000192842,
-0.000145996,-0.000850296,-5.48717e-05,6.314e-07,3.99496e-06,0.00561845,-4.19364e-05,-3.6717e-05,0.000107738,5.47829e-05,
-0.000319136,-0.000767358,0.000201037,9.95792e-05,3.04619e-05,-4.19364e-05,0.00315267,0.000985454,0.000118543,-7.20654e-06,
0.000197908,0.000870359,-3.32256e-05,-4.75918e-05,0.000273738,-3.6717e-05,0.000985454,0.0026234,-6.53989e-05,0.000104948,
-0.000234527,-0.00101044,0.000229019,-7.87919e-05,-8.36251e-06,0.000107738,0.000118543,-6.53989e-05,0.0024244,0.000881689,
0.000162733,0.000540776,6.02151e-05,8.29503e-06,0.000192842,5.47829e-05,-7.20654e-06,0.000104948,0.000881689,0.00228443,
-994.736,0,0.539265,0.0416483,1.59033,0.189202,-0.442459,0.0267373,-0.0078365,0.0859488,0.324614,0.025958,0.00180758,0.0688419,0.588699,0.0515932,-0.743531,0.0581301,0.719871,0.046653,-0.79248,0.0513695
0.00173622,-0.000152591,-1.72082e-05,-0.000147579,3.28347e-05,1.37746e-05,-6.19221e-05,-2.13108e-05,-9.50803e-05,0.00021287,
-0.000152591,0.0374079,0.000150559,-0.000633775,-5.57373e-05,0.000493626,-2.4972e-05,-0.000351533,0.000287502,0.000108581,
-1.72082e-05,0.000150559,0.000714635,2.5193e-06,2.86607e-05,-6.15544e-06,0.000233831,4.01887e-06,0.000220817,-8.65515e-06,
-0.000147579,-0.000633775,2.5193e-06,0.00737531,-0.00010657,0.000225971,0.000347141,-0.000289109,-0.000209222,6.81893e-05,
3.28347e-05,-5.57373e-05,2.86607e-05,-0.00010657,0.000673865,4.95356e-06,9.04544e-05,0.000315465,8.13388e-05,0.000258984,
1.37746e-05,0.000493626,-6.15544e-06,0.000225971,4.95356e-06,0.00473348,0.000115706,0.000132166,4.85875e-05,-2.49304e-05,
-6.19221e-05,-2.4972e-05,0.000233831,0.000347141,9.04544e-05,0.000115706,0.00266076,0.00104002,7.52826e-05,2.65729e-05,
-2.13108e-05,-0.000351533,4.01887e-06,-0.000289109,0.000315465,0.000132166,0.00104002,0.00337926,4.35607e-05,0.000110542,
-9.50803e-05,0.000287502,0.000220817,-0.000209222,8.13388e-05,4.85875e-05,7.52826e-05,4.35607e-05,0.00217602,0.000925367,
0.00021287,0.000108581,-8.65515e-06,6.81893e-05,0.000258984,-2.49304e-05,2.65729e-05,0.000110542,0.000925367,0.00263916,
-1000.58,0,0.592183,0.045599,1.09253,0.139028,-0.354779,0.0259744,-0.00579557,0.0734975,0.427324,0.025745,-0.0613994,0.075105,0.679148,0.0560304,-0.783659,0.0511203,0.793391,0.0492714,-0.701027,0.0478184
0.00208579,0.00253987,-9.44612e-06,-0.000103361,-7.39582e-06,-0.000147045,-0.000317424,0.000198031,-0.000233729,0.000158589,
0.00253987,0.0189437,2.18268e-05,-0.000495253,3.90353e-05,-0.000847765,-0.000759666,0.00086839,-0.00100518,0.00052827,
-9.44612e-06,2.18268e-05,0.000674419,2.48726e-05,6.05742e-06,-5.51541e-05,0.000203969,-3.27497e-05,0.000231299,6.29609e-05,
-0.000103361,-0.000495253,2.48726e-05,0.00539489,-1.9509e-05,1.30445e-06,9.92515e-05,-4.79664e-05,-7.78893e-05,8.23332e-06,
-7.39582e-06,3.90353e-05,6.05742e-06,-1.9509e-05,0.00066275,4.16912e-06,3.02948e-05,0.000275594,-6.24787e-06,0.000195418,
-0.000147045,-0.000847765,-5.51541e-05,1.30445e-06,4.16912e-06,0.00563393,-4.1713e-05,-3.69084e-05,0.000107102,5.53174e-05,
-0.000317424,-0.000759666,0.000203969,9.92515e-05,3.02948e-05,-4.1713e-05,0.0031389,0.000969325,0.000119765,-5.27957e-06,
0.000198031,0.00086839,-3.27497e-05,-4.79664e-05,0.000275594,-3.69084e-05,0.000969325,0.00261069,-6.46947e-05,0.000105726,
-0.000233729,-0.00100518,0.000231299,-7.78893e-05,-6.24787e-06,0.000107102,0.000119765,-6.46947e-05,0.00242548,0.000884061,
0.000158589,0.00052827,6.29609e-05,8.23332e-06,0.000195418,5.53174e-05,-5.27957e-06,0.000105726,0.000884061,0.00228499,
